Timestamp_ms,Centered_EMG,RMS_Envelope
3324989,84.7972,44.2318
3324990,86.7972,44.4001
3324991,88.7972,44.5763
3324992,86.7972,44.7428
3324993,88.7972,44.9116
3324994,96.7972,45.1135
3324995,88.7972,45.2810
3324996,86.7972,45.4393
3324997,82.7972,45.5829
3324998,82.7972,45.7262
3324999,86.7972,45.8812
3325000,96.7972,46.0773
3325001,100.7972,46.2960
3325002,104.7972,46.5319
3325003,113.7972,46.8080
3325004,112.7972,47.0770
3325005,102.7972,47.2957
3325006,97.7972,47.4958
3325007,87.7972,47.6566
3325008,87.7972,47.8168
3325009,89.7972,47.9842
3325010,88.7972,48.1472
3325011,96.7972,48.3399
3325012,100.7972,48.5476
3325013,98.7972,48.7467
3325014,98.7972,48.9407
3325015,97.7972,49.1293
3325016,97.7972,49.3179
3325017,97.7972,49.5057
3325018,97.7972,49.6914
3325019,97.7972,49.8772
3325020,88.7972,50.0335
3325021,85.7972,50.1789
3325022,85.7972,50.3241
3325023,86.7972,50.4666
3325024,87.7972,50.6114
3325025,87.7972,50.7565
3325026,86.7972,50.8962
3325027,87.7972,51.0398
3325028,96.7972,51.2168
3325029,87.7972,51.3609
3325030,95.7972,51.5381
3325031,97.7972,51.7225
3325032,97.7972,51.9068
3325033,96.7972,52.0868
3325034,88.7972,52.2377
3325035,86.7972,52.3813
3325036,86.7972,52.5235
3325037,87.7972,52.6694
3325038,87.7972,52.8144
3325039,88.7972,52.9623
3325040,88.7972,53.1050
3325041,96.7972,53.2752
3325042,88.7972,53.4164
3325043,96.7972,53.5856
3325044,96.7972,53.7543
3325045,98.7972,53.9341
3325046,102.7972,54.1293
3325047,102.7972,54.3241
3325048,103.7972,54.5220
3325049,100.7972,54.7080
3325050,98.7972,54.8860
3325051,89.7972,55.0321
3325052,84.7972,55.1617
3325053,82.7972,55.2850
3325054,80.7972,55.4019
3325055,80.7972,55.5188
3325056,81.7972,55.6386
3325057,81.7972,55.7579
3325058,83.7972,55.8834
3325059,82.7972,56.0057
3325060,72.7972,56.0996
3325061,70.7972,56.1885
3325062,70.7972,56.2770
3325063,67.7972,56.3576
3325064,67.7972,56.4382
3325065,69.7972,56.5237
3325066,69.7972,56.6054
3325067,70.7972,56.6895
3325068,71.7972,56.7753
3325069,71.7972,56.8655
3325070,79.7972,56.9773
3325071,82.7972,57.0975
3325072,81.7972,57.2145
3325073,81.7972,57.3313
3325074,69.7972,57.4153
3325075,65.7972,57.4895
3325076,52.7972,57.5365
3325077,66.7972,57.6122
3325078,82.7972,57.7296
3325079,86.7972,57.8598
3325080,84.7972,57.9837
3325081,81.7972,58.0984
3325082,72.7972,58.1888
3325083,70.7972,58.2738
3325084,69.7972,58.3565
3325085,67.7972,58.4351
3325086,69.7972,58.5184
3325087,70.7972,58.6040
3325088,68.7972,58.6845
3325089,66.7972,58.7601
3325090,65.7972,58.8335
3325091,68.7972,58.9135
3325092,69.7972,58.9959
3325093,68.7972,59.0759
3325094,67.7972,59.1536
3325095,66.7972,59.2288
3325096,66.7972,59.3040
3325097,67.7972,59.3808
3325098,68.7972,59.4598
3325099,70.7972,59.5440
3325100,71.7972,59.6291
3325101,80.7972,59.7360
3325102,70.7972,59.8181
3325103,67.7972,59.8935
3325104,57.7972,59.9463
3325105,64.7972,60.0081
3325106,55.7972,60.0502
3325107,55.7972,60.0915
3325108,56.7972,60.1418
3325109,56.7972,60.1929
3325110,56.7972,60.2440
3325111,55.7972,60.2939
3325112,55.7972,60.3442
3325113,65.7972,60.4141
3325114,66.7972,60.4868
3325115,65.7972,60.5584
3325116,66.7972,60.6319
3325117,67.7972,60.7075
3325118,68.7972,60.7848
3325119,70.7972,60.8655
3325120,69.7972,60.9446
3325121,66.7972,61.0164
3325122,65.7972,61.0856
3325123,55.7972,61.1345
3325124,53.7972,61.1794
3325125,53.7972,61.2242
3325126,56.7972,61.2745
3325127,57.7972,61.3257
3325128,64.7972,61.3903
3325129,66.7972,61.4549
3325130,57.7972,61.5060
3325131,54.7972,61.5515
3325132,53.7972,61.5943
3325133,53.7972,61.6375
3325134,53.7972,61.6757
3325135,56.7972,61.7192
3325136,65.7972,61.7782
3325137,65.7972,61.8380
3325138,65.7972,61.8969
3325139,65.7972,61.9540
3325140,66.7972,62.0131
3325141,66.7972,62.0731
3325142,65.7972,62.1309
3325143,68.7972,62.1933
3325144,67.7972,62.2553
3325145,66.7972,62.3142
3325146,67.7972,62.3751
3325147,55.7972,62.4104
3325148,55.7972,62.4447
3325149,52.7972,62.4659
3325150,54.7972,62.4994
3325151,53.7972,62.5311
3325152,55.7972,62.5682
3325153,55.7972,62.6043
3325154,57.7972,62.6449
3325155,65.7972,62.6985
3325156,64.7972,62.7409
3325157,66.7972,62.7849
3325158,64.7972,62.8234
3325159,67.7972,62.8682
3325160,65.7972,62.9060
3325161,65.7972,62.9491
3325162,57.7972,62.9752
3325163,65.7972,63.0183
3325164,66.7972,63.0647
3325165,66.7972,63.1110
3325166,66.7972,63.1535
3325167,73.7972,63.2115
3325168,87.7972,63.3039
3325169,97.7972,63.4253
3325170,84.7972,63.5106
3325171,70.7972,63.5627
3325172,63.7972,63.5987
3325173,52.7972,63.6159
3325174,49.7972,63.6255
3325175,40.7972,63.6210
3325176,50.7972,63.6322
3325177,55.7972,63.6504
3325178,70.7972,63.6941
3325179,71.7972,63.7272
3325180,68.7972,63.7680
3325181,64.7972,63.8018
3325182,55.7972,63.8185
3325183,50.7972,63.8255
3325184,50.7972,63.8325
3325185,50.7972,63.8252
3325186,50.7972,63.8161
3325187,52.7972,63.8085
3325188,55.7972,63.8113
3325189,55.7972,63.8266
3325190,63.7972,63.8569
3325191,66.7972,63.8948
3325192,70.7972,63.9398
3325193,70.7972,63.9848
3325194,69.7972,64.0290
3325195,67.7972,64.0674
3325196,66.7972,64.1037
3325197,56.7972,64.1222
3325198,64.7972,64.1572
3325199,69.7972,64.2053
3325200,69.7972,64.2547
3325201,64.7972,64.2924
3325202,64.7972,64.3286
3325203,65.7972,64.3669
3325204,66.7972,64.4016
3325205,66.7972,64.4235
3325206,67.7972,64.4459
3325207,67.7972,64.4664
3325208,67.7972,64.4887
3325209,68.7972,64.5077
3325210,71.7972,64.5351
3325211,70.7972,64.5621
3325212,72.7972,64.5899
3325213,71.7972,64.6154
3325214,70.7972,64.6369
3325215,71.7972,64.6624
3325216,70.7972,64.6893
3325217,71.7972,64.7166
3325218,72.7972,64.7479
3325219,80.7972,64.7964
3325220,71.7972,64.8272
3325221,72.7972,64.8567
3325222,72.7972,64.8880
3325223,80.7972,64.9364
3325224,80.7972,64.9847
3325225,81.7972,65.0373
3325226,82.7972,65.0941
3325227,85.7972,65.1569
3325228,87.7972,65.2232
3325229,87.7972,65.2946
3325230,86.7972,65.3616
3325231,86.7972,65.4232
3325232,85.7972,65.4803
3325233,82.7972,65.5277
3325234,80.7972,65.5720
3325235,70.7972,65.5968
3325236,69.7972,65.6176
3325237,69.7972,65.6420
3325238,82.7972,65.6930
3325239,83.7972,65.7483
3325240,83.7972,65.8053
3325241,82.7972,65.8580
3325242,84.7972,65.9192
3325243,82.7972,65.9735
3325244,81.7972,66.0236
3325245,84.7972,66.0846
3325246,86.7972,66.1508
3325247,86.7972,66.2099
3325248,85.7972,66.2698
3325249,84.7972,66.3236
3325250,82.7972,66.3741
3325251,71.7972,66.4008
3325252,67.7972,66.4207
3325253,68.7972,66.4444
3325254,71.7972,66.4744
3325255,72.7972,66.5083
3325256,80.7972,66.5589
3325257,82.7972,66.6284
3325258,83.7972,66.6881
3325259,81.7972,66.7427
3325260,83.7972,66.8022
3325261,82.7972,66.8558
3325262,81.7972,66.9069
3325263,83.7972,66.9663
3325264,83.7972,67.0256
3325265,82.7972,67.0808
3325266,82.7972,67.1358
3325267,81.7972,67.1884
3325268,81.7972,67.2548
3325269,83.7972,67.3288
3325270,83.7972,67.4027
3325271,82.7972,67.4767
3325272,84.7972,67.5592
3325273,84.7972,67.6417
3325274,84.7972,67.7229
3325275,86.7972,67.8078
3325276,84.7972,67.8875
3325277,86.7972,67.9758
3325278,87.7972,68.0748
3325279,87.7972,68.1736
3325280,87.7972,68.2605
3325281,87.7972,68.3460
3325282,88.7972,68.4315
3325283,86.7972,68.5142
3325284,86.7972,68.5956
3325285,94.7972,68.7006
3325286,98.7972,68.8154
3325287,112.7972,68.9717
3325288,113.7972,69.1322
3325289,101.7972,69.2574
3325290,98.7972,69.3738
3325291,96.7972,69.4866
3325292,86.7972,69.5705
3325293,86.7972,69.6567
3325294,86.7972,69.7517
3325295,85.7972,69.8441
3325296,86.7972,69.9379
3325297,84.7972,70.0285
3325298,82.7972,70.1133
3325299,80.7972,70.1833
3325300,81.7972,70.2656
3325301,81.7972,70.3495
3325302,79.7972,70.4261
3325303,72.7972,70.4784
3325304,71.7972,70.5385
3325305,81.7972,70.6229
3325306,81.7972,70.7071
3325307,82.7972,70.7943
3325308,84.7972,70.8929
3325309,87.7972,71.0001
3325310,95.7972,71.1285
3325311,86.7972,71.2336
3325312,86.7972,71.3381
3325313,86.7972,71.4422
3325314,87.7972,71.5472
3325315,85.7972,71.6472
3325316,84.7972,71.7446
3325317,86.7972,71.8468
3325318,86.7972,71.9495
3325319,86.7972,72.0527
3325320,86.7972,72.1557
3325321,84.7972,72.2536
3325322,88.7972,72.3617
3325323,98.7972,72.4964
3325324,101.7972,72.6385
3325325,104.7972,72.7886
3325326,114.7972,72.9674
3325327,116.7972,73.1509
3325328,115.7972,73.3260
3325329,117.7972,73.5077
3325330,118.7972,73.6967
3325331,119.7972,73.8888
3325332,117.7972,74.0752
3325333,116.7972,74.2585
3325334,116.7972,74.4419
3325335,115.7972,74.6217
3325336,117.7972,74.8074
3325337,113.7972,74.9802
3325338,114.7972,75.1558
3325339,115.7972,75.3331
3325340,116.7972,75.5139
3325341,118.7972,75.7005
3325342,117.7972,75.8836
3325343,117.7972,76.0661
3325344,118.7972,76.2512
3325345,120.7972,76.4421
3325346,119.7972,76.6294
3325347,117.7972,76.8098
3325348,117.7972,76.9895
3325349,115.7972,77.1622
3325350,114.7972,77.3318
3325351,114.7972,77.4984
3325352,115.7972,77.6671
3325353,116.7972,77.8385
3325354,113.7972,77.9997
3325355,102.7972,78.1300
3325356,103.7972,78.2612
3325357,101.7972,78.3868
3325358,100.7972,78.5097
3325359,101.7972,78.6356
3325360,100.7972,78.7581
3325361,101.7972,78.8835
3325362,101.7972,79.0098
3325363,104.7972,79.1432
3325364,112.7972,79.2973
3325365,112.7972,79.4504
3325366,111.7972,79.6010
3325367,101.7972,79.7252
3325368,96.7972,79.8283
3325369,88.7972,79.9199
3325370,88.7972,80.0114
3325371,95.7972,80.1178
3325372,97.7972,80.2219
3325373,97.7972,80.3269
3325374,97.7972,80.4316
3325375,85.7972,80.5081
3325376,70.7972,80.5535
3325377,72.7972,80.5996
3325378,83.7972,80.6671
3325379,83.7972,80.7344
3325380,84.7972,80.7940
3325381,83.7972,80.8502
3325382,84.7972,80.9059
3325383,84.7972,80.9629
3325384,85.7972,81.0194
3325385,86.7972,81.0766
3325386,86.7972,81.1351
3325387,87.7972,81.1970
3325388,89.7972,81.2645
3325389,88.7972,81.3310
3325390,86.7972,81.4032
3325391,86.7972,81.4664
3325392,85.7972,81.5251
3325393,84.7972,81.5791
3325394,83.7972,81.6310
3325395,82.7972,81.6795
3325396,83.7972,81.7313
3325397,85.7972,81.7833
3325398,82.7972,81.8157
3325399,82.7972,81.8450
3325400,81.7972,81.8706
3325401,82.7972,81.8965
3325402,84.7972,81.9248
3325403,84.7972,81.9531
3325404,84.7972,81.9864
3325405,73.7972,82.0000
3325406,64.7972,82.0000
3325407,69.7972,82.0066
3325408,71.7972,82.0151
3325409,69.7972,82.0151
3325410,70.7972,82.0151
3325411,69.7972,82.0116
3325412,71.7972,82.0116
3325413,72.7972,82.0151
3325414,70.7972,82.0151
3325415,72.7972,82.0169
3325416,71.7972,82.0186
3325417,68.7972,82.0186
3325418,67.7972,82.0235
3325419,66.7972,82.0267
3325420,65.7972,82.0401
3325421,67.7972,82.0466
3325422,66.7972,82.0482
3325423,65.7972,82.0482
3325424,65.7972,82.0416
3325425,64.7972,82.0350
3325426,55.7972,82.0170
3325427,55.7972,81.9972
3325428,56.7972,81.9771
3325429,64.7972,81.9739
3325430,64.7972,81.9858
3325431,55.7972,81.9710
3325432,55.7972,81.9561
3325433,54.7972,81.9350
3325434,52.7972,81.9096
3325435,52.7972,81.8858
3325436,54.7972,81.8630
3325437,55.7972,81.8415
3325438,55.7972,81.8217
3325439,53.7972,81.7992
3325440,53.7972,81.7768
3325441,53.7972,81.7543
3325442,53.7972,81.7318
3325443,53.7972,81.7059
3325444,52.7972,81.6769
3325445,53.7972,81.6474
3325446,51.7972,81.6154
3325447,52.7972,81.5864
3325448,51.7972,81.5561
3325449,52.7972,81.5270
3325450,51.7972,81.4949
3325451,51.7972,81.4497
3325452,51.7972,81.4005
3325453,49.7972,81.3487
3325454,50.7972,81.2962
3325455,50.7972,81.2627
3325456,51.7972,81.2305
3325457,51.7972,81.1811
3325458,49.7972,81.1231
3325459,49.7972,81.0586
3325460,40.7972,80.9635
3325461,38.7972,80.8869
3325462,36.7972,80.8126
3325463,37.7972,80.7454
3325464,35.7972,80.6763
3325465,36.7972,80.6101
3325466,35.7972,80.5430
3325467,36.7972,80.4787
3325468,36.7972,80.4124
3325469,38.7972,80.3652
3325470,37.7972,80.3258
3325471,38.7972,80.2838
3325472,39.7972,80.2394
3325473,48.7972,80.2030
3325474,49.7972,80.1696
3325475,49.7972,80.1344
3325476,50.7972,80.0872
3325477,41.7972,80.0410
3325478,48.7972,79.9891
3325479,38.7972,79.9263
3325480,34.7972,79.8536
3325481,33.7972,79.7778
3325482,33.7972,79.7019
3325483,32.7972,79.6209
3325484,33.7972,79.5449
3325485,35.7972,79.4727
3325486,35.7972,79.4046
3325487,34.7972,79.3376
3325488,34.7972,79.2643
3325489,35.7972,79.1897
3325490,35.7972,79.1107
3325491,35.7972,79.0272
3325492,24.7972,78.9396
3325493,22.7972,78.8463
3325494,24.7972,78.7351
3325495,23.7972,78.6421
3325496,20.7972,78.5518
3325497,25.7972,78.4729
3325498,37.7972,78.4038
3325499,38.7972,78.3268
3325500,39.7972,78.2274
3325501,38.7972,78.1167
3325502,35.7972,77.9924
3325503,32.7972,77.8400
3325504,23.7972,77.6836
3325505,22.7972,77.5542
3325506,21.7972,77.4369
3325507,18.7972,77.3419
3325508,16.7972,77.2458
3325509,8.7972,77.1423
3325510,7.7972,77.0408
3325511,5.7972,76.9196
3325512,6.7972,76.7880
3325513,6.7972,76.6613
3325514,5.7972,76.5344
3325515,6.7972,76.4099
3325516,15.7972,76.2879
3325517,17.7972,76.1666
3325518,18.7972,76.0455
3325519,17.7972,75.9238
3325520,19.7972,75.8251
3325521,20.7972,75.7337
3325522,19.7972,75.6416
3325523,20.7972,75.5476
3325524,19.7972,75.4507
3325525,19.7972,75.3537
3325526,20.7972,75.2594
3325527,20.7972,75.1627
3325528,20.7972,75.0437
3325529,20.7972,74.9466
3325530,23.7972,74.8317
3325531,22.7972,74.7107
3325532,23.7972,74.5902
3325533,22.7972,74.4714
3325534,24.7972,74.3737
3325535,23.7972,74.2800
3325536,22.7972,74.1855
3325537,23.7972,74.0892
3325538,24.7972,73.9934
3325539,24.7972,73.8951
3325540,33.7972,73.8038
3325541,36.7972,73.6951
3325542,39.7972,73.6095
3325543,39.7972,73.5037
3325544,48.7972,73.4085
3325545,39.7972,73.2970
3325546,38.7972,73.1733
3325547,35.7972,73.0463
3325548,36.7972,72.9172
3325549,35.7972,72.7954
3325550,33.7972,72.6769
3325551,34.7972,72.5825
3325552,33.7972,72.4991
3325553,25.7972,72.4137
3325554,32.7972,72.3384
3325555,24.7972,72.2566
3325556,33.7972,72.1798
3325557,25.7972,72.0962
3325558,32.7972,72.0137
3325559,23.7972,71.9263
3325560,24.7972,71.8612
3325561,24.7972,71.7999
3325562,23.7972,71.7380
3325563,19.7972,71.6794
3325564,20.7972,71.6212
3325565,21.7972,71.5598
3325566,20.7972,71.4978
3325567,18.7972,71.4326
3325568,18.7972,71.3653
3325569,19.7972,71.2986
3325570,21.7972,71.2159
3325571,21.7972,71.1262
3325572,22.7972,71.0394
3325573,21.7972,70.9519
3325574,22.7972,70.8905
3325575,23.7972,70.8374
3325576,23.7972,70.8060
3325577,23.7972,70.7510
3325578,21.7972,70.6608
3325579,21.7972,70.5608
3325580,7.7972,70.4597
3325581,6.7972,70.3653
3325582,5.7972,70.2904
3325583,6.7972,70.2197
3325584,7.7972,70.1512
3325585,4.7972,70.0860
3325586,-8.2028,70.0174
3325587,1.7972,69.9458
3325588,6.7972,69.8788
3325589,5.7972,69.8154
3325590,8.7972,69.7545
3325591,8.7972,69.6877
3325592,8.7972,69.6188
3325593,17.7972,69.5554
3325594,16.7972,69.4933
3325595,17.7972,69.4337
3325596,9.7972,69.3707
3325597,8.7972,69.3056
3325598,5.7972,69.2377
3325599,4.7972,69.1656
3325600,3.7972,69.0913
3325601,3.7972,68.9969
3325602,6.7972,68.9249
3325603,5.7972,68.8587
3325604,6.7972,68.8108
3325605,5.7972,68.7503
3325606,4.7972,68.7053
3325607,2.7972,68.6601
3325608,2.7972,68.6132
3325609,4.7972,68.5665
3325610,5.7972,68.5199
3325611,15.7972,68.4781
3325612,16.7972,68.4368
3325613,17.7972,68.3781
3325614,8.7972,68.3140
3325615,8.7972,68.2517
3325616,7.7972,68.1872
3325617,8.7972,68.1209
3325618,8.7972,68.0525
3325619,7.7972,67.9797
3325620,7.7972,67.9089
3325621,5.7972,67.8437
3325622,7.7972,67.7807
3325623,16.7972,67.7389
3325624,19.7972,67.7020
3325625,15.7972,67.6629
3325626,15.7972,67.6189
3325627,6.7972,67.5702
3325628,5.7972,67.5085
3325629,4.7972,67.4427
3325630,4.7972,67.3935
3325631,4.7972,67.3493
3325632,3.7972,67.3065
3325633,3.7972,67.2637
3325634,5.7972,67.2212
3325635,6.7972,67.1738
3325636,5.7972,67.1099
3325637,6.7972,67.0460
3325638,5.7972,66.9819
3325639,6.7972,66.9179
3325640,4.7972,66.8516
3325641,5.7972,66.7853
3325642,5.7972,66.7210
3325643,7.7972,66.6509
3325644,6.7972,66.5826
3325645,6.7972,66.5162
3325646,4.7972,66.4474
3325647,5.7972,66.4011
3325648,3.7972,66.3544
3325649,4.7972,66.3127
3325650,5.7972,66.2679
3325651,5.7972,66.2247
3325652,7.7972,66.1786
3325653,7.7972,66.1325
3325654,7.7972,66.0829
3325655,16.7972,66.0216
3325656,7.7972,65.9589
3325657,8.7972,65.8924
3325658,16.7972,65.8329
3325659,17.7972,65.7679
3325660,16.7972,65.7063
3325661,16.7972,65.6447
3325662,9.7972,65.5953
3325663,7.7972,65.5302
3325664,7.7972,65.4630
3325665,8.7972,65.3959
3325666,6.7972,65.3284
3325667,8.7972,65.2462
3325668,15.7972,65.1317
3325669,9.7972,64.9862
3325670,8.7972,64.8767
3325671,7.7972,64.8003
3325672,6.7972,64.7382
3325673,7.7972,64.6960
3325674,16.7972,64.6621
3325675,8.7972,64.6375
3325676,5.7972,64.5981
3325677,6.7972,64.5506
3325678,17.7972,64.4778
3325679,9.7972,64.3993
3325680,2.7972,64.3259
3325681,-6.2028,64.2612
3325682,1.7972,64.2128
3325683,2.7972,64.1727
3325684,2.7972,64.1326
3325685,3.7972,64.0926
3325686,4.7972,64.0527
3325687,2.7972,64.0092
3325688,3.7972,63.9608
3325689,4.7972,63.9125
3325690,6.7972,63.8495
3325691,6.7972,63.7803
3325692,5.7972,63.7022
3325693,6.7972,63.6242
3325694,5.7972,63.5481
3325695,4.7972,63.4761
3325696,4.7972,63.4061
3325697,4.7972,63.3556
3325698,4.7972,63.2896
3325699,3.7972,63.2129
3325700,2.7972,63.1359
3325701,2.7972,63.0694
3325702,3.7972,63.0031
3325703,3.7972,62.9345
3325704,5.7972,62.8641
3325705,3.7972,62.7934
3325706,-7.2028,62.7209
3325707,-8.2028,62.6487
3325708,-9.2028,62.5766
3325709,-8.2028,62.5020
3325710,-7.2028,62.4203
3325711,-7.2028,62.3408
3325712,-9.2028,62.2571
3325713,-0.2028,62.1743
3325714,-8.2028,62.0947
3325715,0.7972,62.0116
3325716,1.7972,61.9308
3325717,2.7972,61.8476
3325718,2.7972,61.7620
3325719,2.7972,61.6563
3325720,1.7972,61.5727
3325721,1.7972,61.4866
3325722,-6.2028,61.4010
3325723,-8.2028,61.2957
3325724,-8.2028,61.1902
3325725,-7.2028,61.0816
3325726,-0.2028,60.9693
3325727,1.7972,60.8485
3325728,2.7972,60.7218
3325729,2.7972,60.5949
3325730,2.7972,60.4705
3325731,2.7972,60.3459
3325732,2.7972,60.2240
3325733,2.7972,60.1102
3325734,2.7972,60.0016
3325735,1.7972,59.9180
3325736,3.7972,59.8369
3325737,1.7972,59.7555
3325738,1.7972,59.6407
3325739,-7.2028,59.5237
3325740,-9.2028,59.4071
3325741,-8.2028,59.2927
3325742,-8.2028,59.1725
3325743,1.7972,59.0565
3325744,4.7972,58.9435
3325745,5.7972,58.8220
3325746,4.7972,58.6942
3325747,4.7972,58.5660
3325748,2.7972,58.4404
3325749,3.7972,58.3174
3325750,1.7972,58.1998
3325751,2.7972,58.1113
3325752,3.7972,58.0324
3325753,2.7972,57.9509
3325754,2.7972,57.8620
3325755,2.7972,57.7705
3325756,4.7972,57.6578
3325757,4.7972,57.5392
3325758,6.7972,57.4178
3325759,4.7972,57.3016
3325760,5.7972,57.1795
3325761,6.7972,57.0603
3325762,7.7972,56.9440
3325763,6.7972,56.8213
3325764,7.7972,56.6987
3325765,15.7972,56.5821
3325766,18.7972,56.4670
3325767,17.7972,56.3540
3325768,17.7972,56.2408
3325769,8.7972,56.1172
3325770,4.7972,55.9924
3325771,1.7972,55.8698
3325772,-8.2028,55.7422
3325773,1.7972,55.6131
3325774,3.7972,55.4839
3325775,5.7972,55.3486
3325776,5.7972,55.2191
3325777,1.7972,55.0826
3325778,-7.2028,54.9434
3325779,0.7972,54.8029
3325780,1.7972,54.6622
3325781,3.7972,54.5212
3325782,3.7972,54.3767
3325783,4.7972,54.2384
3325784,3.7972,54.0996
3325785,0.7972,53.9332
3325786,2.7972,53.7521
3325787,2.7972,53.5150
3325788,3.7972,53.2727
3325789,3.7972,53.0781
3325790,4.7972,52.8943
3325791,5.7972,52.7175
3325792,6.7972,52.5753
3325793,6.7972,52.4327
3325794,5.7972,52.2895
3325795,7.7972,52.1497
3325796,5.7972,52.0056
3325797,5.7972,51.8678
3325798,4.7972,51.7360
3325799,4.7972,51.6101
3325800,3.7972,51.4805
3325801,5.7972,51.3511
3325802,7.7972,51.2281
3325803,16.7972,51.1301
3325804,8.7972,51.0307
3325805,8.7972,50.9009
3325806,8.7972,50.7708
3325807,17.7972,50.6419
3325808,8.7972,50.5012
3325809,4.7972,50.3488
3325810,6.7972,50.1671
3325811,4.7972,50.0172
3325812,4.7972,49.8668
3325813,5.7972,49.7162
3325814,5.7972,49.5615
3325815,5.7972,49.4135
3325816,5.7972,49.2684
3325817,7.7972,49.1165
3325818,7.7972,48.9641
3325819,6.7972,48.8110
3325820,6.7972,48.6573
3325821,5.7972,48.5100
3325822,5.7972,48.3479
3325823,6.7972,48.1465
3325824,7.7972,47.9321
3325825,5.7972,47.7031
3325826,7.7972,47.4273
3325827,6.7972,47.1398
3325828,7.7972,46.8558
3325829,8.7972,46.5604
3325830,9.7972,46.2583
3325831,17.7972,45.9539
3325832,17.7972,45.6579
3325833,16.7972,45.3644
3325834,7.7972,45.0640
3325835,7.7972,44.7668
3325836,7.7972,44.4572
3325837,6.7972,44.1660
3325838,7.7972,43.8679
3325839,7.7972,43.5626
3325840,6.7972,43.2494
3325841,7.7972,42.9233
3325842,7.7972,42.6002
3325843,6.7972,42.2743
3325844,7.7972,41.9406
3325845,6.7972,41.5923
3325846,5.7972,41.2466
3325847,5.7972,40.9096
3325848,6.7972,40.5702
3325849,7.7972,40.2398
3325850,6.7972,39.9121
3325851,7.7972,39.5821
3325852,8.7972,39.2438
3325853,17.7972,38.9028
3325854,17.7972,38.5767
3325855,17.7972,38.3101
3325856,6.7972,38.0290
3325857,4.7972,37.7562
3325858,0.7972,37.4861
3325859,1.7972,37.2087
3325860,1.7972,36.9348
3325861,0.7972,36.6531
3325862,2.7972,36.3695
3325863,4.7972,36.0669
3325864,4.7972,35.7131
3325865,4.7972,35.3557
3325866,6.7972,35.0017
3325867,6.7972,34.7057
3325868,8.7972,34.4369
3325869,6.7972,34.2085
3325870,7.7972,33.9790
3325871,5.7972,33.7089
3325872,6.7972,33.4253
3325873,5.7972,33.1390
3325874,7.7972,32.8509
3325875,4.7972,32.6268
3325876,4.7972,32.4735
3325877,4.7972,32.3106
3325878,6.7972,32.0940
3325879,6.7972,31.8759
3325880,5.7972,31.6506
3325881,4.7972,31.4287
3325882,6.7972,31.2005
3325883,8.7972,30.9717
3325884,16.7972,30.7423
3325885,17.7972,30.5066
3325886,19.7972,30.2716
3325887,17.7972,30.0264
3325888,4.7972,29.7575
3325889,1.7972,29.4914
3325890,4.7972,29.2356
3325891,5.7972,28.9779
3325892,5.7972,28.7240
3325893,4.7972,28.4733
3325894,2.7972,28.2259
3325895,2.7972,27.9823
3325896,6.7972,27.7319
3325897,8.7972,27.4680
3325898,16.7972,27.2276
3325899,17.7972,26.9864
3325900,17.7972,26.7492
3325901,7.7972,26.4939
3325902,3.7972,26.2217
3325903,1.7972,25.9461
3325904,3.7972,25.6680
3325905,3.7972,25.4556
3325906,4.7972,25.2910
3325907,7.7972,25.1000
3325908,7.7972,24.8963
3325909,16.7972,24.7112
3325910,19.7972,24.5236
3325911,17.7972,24.3371
3325912,20.7972,24.1423
3325913,20.7972,23.9399
3325914,19.7972,23.7461
3325915,22.7972,23.5439
3325916,33.7972,23.3729
3325917,32.7972,23.2159
3325918,24.7972,23.0437
3325919,21.7972,22.8701
3325920,18.7972,22.6956
3325921,15.7972,22.5032
3325922,7.7972,22.3068
3325923,8.7972,22.1153
3325924,8.7972,21.9222
3325925,16.7972,21.7429
3325926,6.7972,21.6013
3325927,7.7972,21.4595
3325928,7.7972,21.3115
3325929,9.7972,21.1182
3325930,16.7972,20.9319
3325931,17.7972,20.7978
3325932,16.7972,20.6613
3325933,8.7972,20.5192
3325934,16.7972,20.3967
3325935,18.7972,20.2770
3325936,20.7972,20.1499
3325937,23.7972,20.0231
3325938,21.7972,19.8909
3325939,21.7972,19.7689
3325940,20.7972,19.6440
3325941,21.7972,19.5205
3325942,23.7972,19.4008
3325943,31.7972,19.3035
3325944,33.7972,19.2181
3325945,34.7972,19.1303
3325946,33.7972,19.0496
3325947,24.7972,18.9352
3325948,23.7972,18.8231
3325949,24.7972,18.7073
3325950,24.7972,18.5964
3325951,19.7972,18.4728
3325952,20.7972,18.3506
3325953,23.7972,18.2460
3325954,23.7972,18.1353
3325955,31.7972,18.0486
3325956,32.7972,17.9593
3325957,25.7972,17.8466
3325958,31.7972,17.7641
3325959,23.7972,17.6561
3325960,23.7972,17.5938
3325961,24.7972,17.5431
3325962,31.7972,17.5235
3325963,32.7972,17.5034
3325964,32.7972,17.4916
3325965,35.7972,17.4875
3325966,33.7972,17.4795
3325967,33.7972,17.4674
3325968,33.7972,17.4553
3325969,33.7972,17.4345
3325970,33.7972,17.4180
3325971,35.7972,17.4052
3325972,34.7972,17.3837
3325973,33.7972,17.3123
3325974,32.7972,17.2310
3325975,24.7972,17.1225
3325976,33.7972,17.0383
3325977,33.7972,17.0027
3325978,34.7972,16.9338
3325979,34.7972,16.9164
3325980,36.7972,16.9248
3325981,35.7972,16.9330
3325982,34.7972,16.9371
3325983,35.7972,16.9492
3325984,36.7972,16.9617
